item_id,item_name
7290108350142,"270 שקיות רב שימושי גדולות במיוחד XXL בגודל 35*25 ס""מ"
7290108356717,3 ב-1 לגבר מועשר בקפאין
7290108356724,3 ב-1 שמפו לגבר מועשר באלוורה 
7290112492630,3 ב 1 לגבר
7290003525898,3 סלט טונה 480 גרם
7290108277432,30 כוסות נייר +מכסה 8oz מעוצבות
7290014397279,300 שקיות מזון XL גדולות במיוחד
7290017065526,4 גבינות
7290017065526,4 גבינות
7290108353525,"4 תבניות אלומיניום עם ידיות אחיזה L בגודל 20*25 ס""מ"
7290108350128,"40 שקיות אשפה EXTRA חזקות, XL בגודל 54*65 ס""מ"
7290101114260,5 יח' טילון יולו אלפחורס
5202300042956,5/5 קולסטון מהגוני
7290108352009,50 קפסולות למדיח
7290000289472,"50 שקיות אשפה ירוקות גדולות במיוחד, 76*90 ס""מ"
7290108352795,"50 שקיות זיפר בגודל 19*20 ס""מ"
7290116051505,6 כוסות יין מהודרות 
7290004685447,6 לחמניות 100% כוסמין
7290002128410,6 נרות שולחן
7290001598580,6 פיתות 100% קמח כוסמין מלא
7290108359152,"6 תבניות אלומיניום עגולות 25 ס""מ"
7290108359169,"6 תבניות אלומיניום עגולות 28 ס""מ"
7290002787891,600 מקלות פילו תרד
7290108353648,70 שקיות אוכל מנייר מעוצבות וגדולות 
7290108271928,8 מפות שולחן עבה במיוחד 
7290106663091,9% לאבנה
7290106663091,9% לאבנה
7290101114369,99 קל' גלית תות חלבי
7290101114352,99 קל' וניל בלונדי
7290101114338,99 קל' וניל פיסטוק
7290101114345,99 קל' וניל שוקולד מריר
7290108352528,99.9% חיטוי וניקוי 
7290117385876,ADAM דאודורנט ספריי לגבר
8851613101385,AROY-D נוזל אגוז קוקוס 
8851613101378,AROY-D נוזל אגוז קוקוס
8851613101378,AROY-D נוזל אגוז קוקוס
40063287,קרם גוף בניחוח קוקוס NIVEA
7290108358346,COZY COTTON מבשם בגדים ואריגים 
7290018440438,easy flip טונה בשמן זית 3*65 גרם
8410090051349,easy flip טונה בשמן צמחי 3*65 גרם
850024084971,EMC פרוסטה ויטמינים תערובת צמחים ואבץ בכמוסה
4013162036110,"FIT – נוזל כלים מרוכז אוריג׳ינל 750 מ""ל יעקבי"
4013162036158,"FIT – נוזל כלים מרוכז אלוורה 750 מ""ל יעקבי"
7290114603041,FREE גרנולה חלבון
7290114603034,FREE גרנולה חמוציות
7290105431516,FREE חטיף תמרים בוטנים
7290105436382,FREE חטיף תמרים וקשיו 
7290008679466,Handy כפפות רגישות במיוחד
884912440679,HBO בטעם קרמל מלוח
051500255377,JIF חמאת בוטנים עם שברי בוטנים 
051500255162,JIF חמאת בוטנים קלאסית 
7290000292007,K3 פיתיון ג'ל לתיקנים
7290013269348,K3 תחנת פיתיון
7290005426940,K300 + 8
7290000288383,K-500 קוטל נמלים וזוחלים אחרים
7290114310536,Muller Active לייט וניל מועשר חלבון
7290114310536,Muller Active לייט וניל מועשר חלבון
7290112340252,MUST אבטיח מלון בצנצנת
7290112340245,MUST קוביות דובדבן בצנצנת
42269915,NIVEA CARE CREAM FOR FACE+BODY 200 ML
7290005430602,OXYGEN מרסס
7613039770450,SENSATIONAL בורגר צמחוני
7613287821348,SENSATIONAL נתחי סויה דמוי עוף
7290017440804,SILVER מסכת הזנה לשיער כסוף
8427030005010,SIMILAC AR 375 GR
8710428005762,SIMILAC צמחי 400 GR שלב 2
8710428005755,SIMILAC צמחי 400GR
810044133851,TANGERINE CLEAN 
042400108153,TOOTIE FRUITIES
7290108358360,WHITE LOTUS מבשם בגדים ואריגים  
7290000135052,XL TEN בטעם מנגו
7290000135045,XL TEN בטעם תפוח
7290000135113,XL TEN נענע ליים
7290014761056,YOLO מעדן שוקולד חלב מעולה
7290014761056,YOLO מעדן שוקולד חלב מעולה
7290014761070,YOLO מעדן שוקולד לבן מעולה
7290014761070,YOLO מעדן שוקולד לבן מעולה
7290014761063,YOLO מעדן שוקולד מריר מעולה
7290014761063,YOLO מעדן שוקולד מריר מעולה
7290014761414,YOLO מעדן שכבות שוקולד חלב ולבן
7290014761414,YOLO מעדן שכבות שוקולד חלב ולבן
7290014761612,YOLO שכבות שוקולד מריר ולבן
7290014761612,YOLO שכבות שוקולד מריר ולבן
7290112005083,אבקה כביסה צבעונית
8710428016348,אבקה להכנת משקה
8710428017000,אבקה להכנת משקה
8710428017024,אבקה להכנת משקה
7290000493183,אבקה להכנת רוטב פטריות כשר לפסח
7290112006202,אבקה להסרת כתמים לכביסה צבעונית 
5997321701806,אבקה למניעת אבנית קלגון
7290000286631,אבקה לניקוי ומירוק עם כלור פעיל לחיטוי
7290000518237,אבקה ממתיקה
7290013145857,אבקת אפיה
7290018710234,אבקת אפייה
7290008102896,אבקת אפייה
7290005429286,אבקת כביסה BIO לכביסה לבנה וצבעונית 
7290102991198,אבקת כביסה אפקט הז'אוול 
7290108357332,אבקת כביסה בבישום עוצמתי
8435495805106,"אבקת כביסה ביומט 5 ק""ג"
7290107280655,אבקת כביסה בייבי 
7290019229995,אבקת כביסה חזקה
7290011607197,אבקת כביסה קולון 101
7290108201437,אבקת כביסה קולון
7290101868460,אבקת כביסה קולון
8435495805168,"אבקת כביסה תינוקלין 1.25 ק""ג"
7290000070384,אבקת מרק בטעם עוף זך כשר לפסח
7290013146816,אבקת סוכר 400 גרם 
7290008102919,אבקת סוכר ללא גלוטן
7290002319825,אבקת סוכר
7290013145918,אבקת סוכר
7290013145949,אבקת סוכר
7290018710319,אבקת סוכר
8718951644021,אג'קס טריגר מוס מולטי פאוור
8718951643789,אג'קס טריגר מוס נגד אבנית
7290013145024,אגוז מלך טחון
72917329,אגוזי
7290015172172,אגרול ירקות אסייתי 7 יחידות
7290017289168,אדום יבש ישראלי
3616303842147,אדידס רול און לאישה פאוור בוסטר
3616303439996,אדידס רול און לאישה פרו אינביסבל
3616303439989,אדידס רול און לאישה קול & קר קונטרול 
7290018564103,אדממה פולי סויה מוקפאים
7290017189192,אדממה פולי סויה קפואים
7290005680052,או בה סופר פלוס 32 יח'
3574660333466,אובה פרוקומפורט
3574660089547,אובה קלאסי נורמל
3574660115154,אובה קלאסי סופר
7290018371299,אובלטים אורגניים מקמח חומוס בתוספת שומשום
7290001507360,אובלטים כוסמין שומשום
7394376621093,אוטלי משקה ש. שועל מועשר 1.5% שומן
7394376621093,אוטלי משקה ש. שועל מועשר 1.5% שומן
7394376619939,אוטלי משקה שיבולת שועל בריסטה חצי ליטר
7394376619939,אוטלי משקה שיבולת שועל בריסטה חצי ליטר
7394376620904,"אוטלי משקה שיבולת שועל ללא סוכר, 1 ליטר"
7394376620904,"אוטלי משקה שיבולת שועל ללא סוכר, 1 ליטר"
7290019035084,אוכמניות כחולות 
8700216179041,אולוויז דיסקריט סינגל תחבושות לילה 8 יחידות
8001090111685,אולוויז דיסקריט תחתונים לבריחת שתן לארג'
8001090899224,אולוויז לונג
8001090899286,אולוויז לילה בטוח
8006540806494,אולוויז מגן תחתון עם ניחוח מגה פק לונג פלוס
4015400598411,אולוויז תחבושות לילה קואטרו עם ניחוח
8001841053806,אולוויז תחבושות עבות לילה
7290112006240,אולטימייט פלוס בניחוח מרענן 
7290017917986,אולטרסול בייבינטורל
7290017917030,אולטרסול ספרי שמן קוקוס 20SPF
7290108357226,אוקסיג'ן א.כביסה לבנה
7290108357240,"אוקסיג'ן אבקה 1.4 ק""ג"
7622300489434,אוראו בציפוי בטעם שוקולד חלב
7622300489427,אוראו מצופה ציפוי בטעם שוקולד לבן
4009900544672,אורביט פרופשיונל מינטס פירות יער ללא סוכר 
7290108350753,אורביטול PROTECT ַ& FRESH משחת שיניים 
7290108353495,אורביטול חוט דנטאלי 
7290012116612,אורביטול מברשות 4 יחידות
7290005423505,אורביטול מי פה
7290000133645,אורביטול משחות שיניים סודה שלישיה 
7290005423871,אורביטול משחות שיניים שלישיה מנטה
7290010002382,אורגנו 40 גרם
7290010003846,אורגנו שקית 20 גרם
7290113196414,"שקדיה אורז 1 ק""ג"
7290100704691,אורז אדום 
7290107974806,אורז בסמטי 
8901537024014,"אורז בסמטי 1 DAAWAT ק""ג"
7290012483608,"אורז בסמטי 5 ק""ג DAAWAT"
7290003643004,אורז בסמטי
7290100704721,אורז בסמטי
7290017142418,אורז ועדשים עם טונה בשמן זית
7290000211626,אורז חיש
7290017068947,אורז יסמין 1 קג בוואקום
5011157730271,אורז יסמין טילדה
7290100700396,אורז יסמין
5011157997704,אורז לבן פרסי טילדה
7290100701157,אורז לסושי
7290000211312,אורז מלא ארוך
7290015603638,אורז עגול קלרוז לסושי
7290000211985,אורז עגול
7290017406367,"אורז פרסי 1 ק""ג"
7290000211442,אורז פרסי
4210201358725,אורל 4 ראש חשמלי
7290104061448,אחלה חומוס עם חריף 400 גרם
7290104061448,אחלה חומוס עם חריף 400 גרם
7290119373727,אחלה חציל בטחינה 250 גרם
7290119373727,אחלה חציל בטחינה 250 גרם
7290119382262,אחלה טחינה לבנה 250 גרם
7290119382262,אחלה טחינה לבנה 250 גרם
7290105366047,אחלה טחינה לבנה 400 גרם
7290105366047,אחלה טחינה לבנה 400 גרם
7290119373680,אחלה סלט קולסלאו 250 גרם
7290119373680,אחלה סלט קולסלאו 250 גרם
7290013358578,אטריות אורז רחבות
308910525744,אטריות אורז תאילנדיות
7290000060958,אטריות בינוניות 400 גרם
7290016135558,אטריות ביצים ח.כמרים 
7290017031316,אטריות ביצים טגליאטלי 
7290002053101,אטריות ביצים מס' 12 200 גרם
7290002053088,אטריות ביצים מס' 8 200 גרם
7290117383070,אטריות ביצים עבות
7290002053118,אטריות ביצים רחבות מספר 14 
4260147890537,אטריות ביצים רחבות
7290002053095,אטריות ביצים
4260147890551,אטריות בצים רחבות 
7290107978323,אטריות דקיקות
7290015603201,אטריות מחיטה מלאה 
7290016136746,אטריות מקלונים ללא גלוטן 
7290002053354,אטריות נודלס סיני להקפצה 
7290015603232,אטריות עם דלעת
7290015603218,אטריות עם עגבניות
7290015603195,אטריות עם תרד
7290018677612,אטריות ראמן מאורז מלא בטעם עוף להכנה מהירה ללא גלוטן
7290018677643,אטריות ראמן רייסברי
7290117385593,אטריות שעועית
7290015569255,איולי חריף 250 גרם
7290015858885,איולי עגבניות
7290015858885,איולי עגבניות
7290015569248,איולי עשבי טיבול 250 גרם
7290015858441,איולי פלפלים
7290015858441,איולי פלפלים
7290015569224,איולי פסטו 250 גרם
7290015858328,איולי פסטו
7290015858694,איולי שום לימון
7290015858694,איולי שום לימון
7290015858687,איולי שום
7290015858687,איולי שום
7290114606561,איטריות אורז דקות
7290112195227,איטריות ביצים דקיקות 
7290119670789,איטריות נודלס בטעם בקר
7290119670765,איטריות נודלס בטעם עוף
7290119670758,איטריות נודלס חריף
7290119670772,איטריות נודלס ירקות
7290102398669,אייס קפוצ'ינו בבקבוק
7290102398669,אייס קפוצ'ינו בבקבוק
7290102398669,אייס קפוצ'ינו בבקבוק
7290102398669,אייס קפוצ'ינו בבקבוק
7290102398669,אייס קפוצ'ינו בבקבוק
7290102398669,אייס קפוצ'ינו בבקבוק
7290102398669,אייס קפוצ'ינו בבקבוק
7290102398669,אייס קפוצ'ינו בבקבוק
4002448048848,איירוויק מילוי חשמלי בניחוח הדרים
7290112005595,איירוויק ספריי בניחוח בריזת ים
7290112005601,איירוויק ספריי בניחוח לבנדר
7290000193014,אינטרלוד מגן תחתון  
7290017440279,אל-סבון ויטמינים לילדים
7290019075080,אל-סבון ויטמינים לילדים
7290017917467,אל-סבון שיבולת שועל
7290016319309,אל סבון - מאסק קלאסי
7290112497727,אל סבון בייבי לתינוקות
7290116532875,אל סבון בייבי לתינוקות
7290017197623,אל סבון בניחוח לבנדר רמי לוי
7290017197616,אל סבון בניחוח פירות רמי לוי
7290112498274,אל סבון ידיים לבנדר וניל 
7290112498267,אל סבון ידיים קלאסי 
7290112498281,אל סבון ידיים שמן קוקוס 
7290116534206,אל סבון לידיים קמומיל
7290112492753,אל סבון לילדים
7290017440965,אל סבון לניקוי יסודי
7290018493977,אל סבון לניקוי יסודי
8720182253156,אל סבון מוצק מלפפונים
8720181201332,אל סבון מוצק עם גרגרים
8720182256850,אל סבון מוצק קלאסי
8720182256362,אל סבון מוצק קלאסי
7290001865453,אל סבון נוזלי בניחוח לבנדר
7290016601633,אל סבון נוזלי בניחוח קוקוס
7290001865439,אל סבון נוזלי וניל
7290016621365,אל סבון נוזלי כחול 1 ליטר
7290016621358,אל סבון נוזלי להזנה ורוד 1 ליטר
7290016621341,אל סבון נוזלי ללחות צהוב 1 ליטר
7290017872056,אל סבון נוזלי סדרה לבנה
7290016094695,אלכו- ג'ל H ג'ל לשמירה על הגיינת הידיים 
7290018343296,אלכו-ג'ל H- ג'ל לשמירה על היגיינת הידיים
5411188135005,אלפרו 1.8% שומן NOT M*LK ש.שועל 1 ליטר
5411188135005,אלפרו 1.8% שומן NOT M*LK ש.שועל 1 ליטר
5411188127697,אלפרו בריסטה ש.שועל 1 ליטר
5411188127697,אלפרו בריסטה ש.שועל 1 ליטר
5411188129899,אלפרו בריסטה שקדים 1 ליטר
5411188129899,אלפרו בריסטה שקדים 1 ליטר
54051140,"אלפרו מעדן סויה וניל 4*125 מ""ל"
5411188094159,אלפרו מעדן סויה שוקו מריר
54051157,אלפרו מעדן סויה שוקולד 
5411188115472,אלפרו משקה סויה 1 ליטר
5411188115472,אלפרו משקה סויה 1 ליטר
5411188081852,אלפרו משקה סויה וניל 1 ליטר
5411188081852,אלפרו משקה סויה וניל 1 ליטר
5411188300328,אלפרו משקה סויה שוקו 1 ליטר
5411188300328,אלפרו משקה סויה שוקו 1 ליטר
7290110558420,אלפרו משקה ש.שועל בקירור 1 ליטר
7290110558420,אלפרו משקה ש.שועל בקירור 1 ליטר
5411188115366,אלפרו משקה שיבולת שועל 1 ליטר
5411188115366,אלפרו משקה שיבולת שועל 1 ליטר
5411188122661,"אלפרו משקה שקד לא קלוי לת""ס"
5411188122661,"אלפרו משקה שקד לא קלוי לת""ס"
5411188110835,אלפרו משקה שקדים 1 ליטר
5411188110835,אלפרו משקה שקדים 1 ליטר
7290110558437,אלפרו משקה שקדים בקירור 1 ליטר
7290110558437,אלפרו משקה שקדים בקירור 1 ליטר
5411188120742,אלפרו משקה שקדים וניל 1 ליטר
5411188120742,אלפרו משקה שקדים וניל 1 ליטר
5411188112709,"אלפרו משקה שקדים לת""ס 1 ליטר"
5411188112709,"אלפרו משקה שקדים לת""ס 1 ליטר"
5411188513483,"אלפרו סויה לבישול 14% 250 מ""ל"
5411188513483,"אלפרו סויה לבישול 14% 250 מ""ל"
5411188138488,אלפרו סויה נוט מילק שוקו
5411188138488,אלפרו סויה נוט מילק שוקו
7290110570040,"אלפרו שקדים לת""ס בקירור 1 ליטר"
7290110570040,"אלפרו שקדים לת""ס בקירור 1 ליטר"
7290012071935,"אמול לתינוק 200 מ""ל"
7702097205452,אמזון רוטב חריף הבנרו
7702097205445,אמזון רוטב חריף צ'יפוטלה
7290002603863,אמפנדס בשר 
7290000334745,"אמריקן צ'יפס 1.5 ק""ג"
7290012823374,אנטי קאלק מטליות לחות 
7290011598211,אנטי קאלק רב שימושי
7290012116551,אנטי קאלק
7290002814054,אנטרטיק מרסס 1 ליטר
7290002814078,אנטרטיק
7290013424952,אננס 
7290000101941,אננס חתוך מוקפא
7290013220585,אננס מוקפא
8888021200256,אנרג'ייזר מקס שמיניית סוללות AA
8888021200720,אנרג'ייזר מקס שמיניית סוללות AAA 
7290110563851,"אנרגי דגנים כשל""פ ושוקולד"
7290109923550,אסטוניש אבקת הפלא מסיר כתמים בכביסה יעקבי
7290109924052,אסטוניש אבקת הפלא מסיר כתמים יעקבי
7290109923710,אסטוניש אסלה אקליפטוס
7290109923178,אסטוניש טבליות הפלא לאסלה בניחוח אקליפטוס יעקבי
5060060213166,אסטוניש לשטיפת רצפות ורוד 1 ליטר יעקבי
7290006618078,"אסטוניש מרסס לניקוי המטבח 750 מ""ל"
7290109923024,"אסטוניש מרסס לניקוי המטבח מרוכז 750 מ""ל"
7290109920313,"אסטוניש מרסס לניקוי חלונות 750 מ""ל"
7290109923291,"אסטוניש מרסס לניקוי כללי בניחוח תפוז מרוכז 750 מ""ל"
7290109921372,אסטוניש משחה לניקוי תנורים וגריל + ספוג 250 גרם יעקבי
7290109923147,אסטוניש פלא של אקונומיקה
7290109923284,אסטוניש פרימיום מרסס אמבט
7290109923031,"אסטוניש פרימיום מרסס לניקוי המקלחון 750 מ""ל"
7290109924137,אסטוניש קפסולות לכלים במדיח
7290109923994,"אסטוניש קרם לניקוי האמבט 500 מ""ל"
7290109923970,"אסטוניש קרם לניקוי המטבח 500 מ""ל"
7290109923048,"אסטוניש רסס נגב נוסחה מרוכזת 750 מ""ל"
7290000060163,אסם אטריות דקות
7290118427346,אסם אטריות ללא גלוטן
7290118423140,אסם אטריות קלאסיות
7290118425601,אסם חטיפי פרכ.טורטיה שום בצל כלפ
7290105691712,אסם עוגיות הפסקת קפה
7290118424574,אסם עוגיות מיני ממולאות
7290000313160,אסם עוגיות שוקולד זהבה גביע
7290115203486,אסם פירורית בטעם ביסלי גריל 200 גרם
7290000074184,אסם פתי בר 16*500 גרם
7290115205978,אסם פתי בר אצבעות שוקולד
7290109354996,אסם פתי בר ללא גלוטן שוקו
7290115206173,אסם פתי בר קרמל 
7290000074153,אסם פתי בר שוקו
7290118422426,אסם צ'יפס גלי כשר לפסח
7290118422525,אסם צ'יפס קלאסי כשר לפסח
7290000074245,אסם קרם קרקר
7290000061108,אסם רוטב טריאקי
7290118425526,אסם רוטב סויה קלאסי
7290118421924,אסם תערובת לעוגה ללא גלוטן
7290118421887,אסם תערובת לפנקייק ללא גלוטן
7290018564066,אפונה וגזר מוקפאים 
7290000104881,אפונה וגזר מוקפאים
7290112357083,אפונה ירוקה 380 ט.הטבע קופסה
