item_id,general_category,sub_category,specific_category
7290000289885,אחזקה וניקיון,ניקוי כלים ומבשמים,מטהרי אוויר
7290000289892,אחזקה וניקיון,ניקוי כלים ומבשמים,מטהרי אוויר
7290000291857,אחזקה וניקיון,מוצרי ניקיון לבית,ניקוי רצפות וחלונות
7290000291963,אחזקה וניקיון,מוצרי ניקיון לבית,אקונומיקה
7290000292007,הכל לבית,קופסאות וכלים,"ציוד לאמבטיה, לגינה ולמשרד"
7290000292014,פארם,היגיינת הפה,מברשות שיניים
7290000292137,אחזקה וניקיון,מוצרי ניקיון לבית,ניקוי שטיחים ורהיטים
7290000292311,אחזקה וניקיון,מוצרי ניקיון לבית,ניקוי רצפות וחלונות
7290000292434,אחזקה וניקיון,מוצרי ניקיון לבית,ניקוי שטיחים ורהיטים
7290000292533,אחזקה וניקיון,מוצרי ניקיון לבית,חיטוי וניקוי לבית
7290000292557,הכל לבית,קופסאות וכלים,"ציוד לאמבטיה, לגינה ולמשרד"
7290000292564,הכל לבית,קופסאות וכלים,"ציוד לאמבטיה, לגינה ולמשרד"
7290000292595,אחזקה וניקיון,מוצרי ניקיון לבית,ניקוי רצפות וחלונות
7290000292687,אחזקה וניקיון,מוצרי ניקיון לבית,ניקוי אסלה ואמבטיה
7290000292694,אחזקה וניקיון,מוצרי ניקיון לבית,ניקוי רצפות וחלונות
7290000292915,אחזקה וניקיון,מוצרי ניקיון לבית,חיטוי וניקוי לבית
7290000293073,אחזקה וניקיון,מוצרי כביסה,מרכך כביסה
7290000293516,אחזקה וניקיון,מוצרי ניקיון לבית,חיטוי וניקוי לבית
7290000293530,אחזקה וניקיון,מוצרי ניקיון לבית,חיטוי וניקוי לבית
7290000293820,פארם,"שמפו, מרכך וטיפוח הגוף",תחליב רחצה
7290000293943,אחזקה וניקיון,מוצרי ניקיון לבית,מסיר אבנית ומסיר שומנים
7290000294773,אחזקה וניקיון,מוצרי ניקיון לבית,אקונומיקה
7290000294780,אחזקה וניקיון,מוצרי ניקיון לבית,אקונומיקה
7290000295121,אחזקה וניקיון,אביזרי ניקיון,מטליות למשטח ולרצפה
7290000295299,אחזקה וניקיון,ניקוי כלים ומבשמים,"ברזלית, כרית יפנית וסקוטש"
7290000295367,אחזקה וניקיון,מוצרי כביסה,אבקות כביסה
7290000295404,חד פעמי ומתכלה,"עטיפות, שקיות ותבניות",שקיות אשפה ואחסון
7290000295503,חד פעמי ומתכלה,"עטיפות, שקיות ותבניות",שקיות למזון
7290000295558,חד פעמי ומתכלה,"עטיפות, שקיות ותבניות",רדיד אלומיניום וניילון נצמד
7290000295565,חד פעמי ומתכלה,"עטיפות, שקיות ותבניות",רדיד אלומיניום וניילון נצמד
7290000295589,תינוקות,טיפוח ואביזרי תינוקות וילדים,מוצרי היגיינה לתינוק
7290000295794,אחזקה וניקיון,ניקוי כלים ומבשמים,"ברזלית, כרית יפנית וסקוטש"
7290000295824,חד פעמי ומתכלה,"עטיפות, שקיות ותבניות",רדיד אלומיניום וניילון נצמד
7290000304663,שימורים ורטבים,שימורים,שימורי טונה ודגים
7290000311128,חטיפים ומתוקים,עוגות ועוגיות,עוגיות חמאה ושוקולד צ'יפס
7290000311135,חטיפים ומתוקים,עוגות ועוגיות,עוגיות נוספות
7290000311180,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311203,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311210,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311227,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311234,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311258,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311272,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311319,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311357,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311364,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311425,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311432,אורגני ובריאות,נטול ומופחת סוכר,חטיפים ומתוקים מופחתי סוכר
7290000311463,אורגני ובריאות,נטול ומופחת סוכר,חטיפים ומתוקים מופחתי סוכר
7290000311470,אורגני ובריאות,נטול ומופחת סוכר,חטיפים ומתוקים מופחתי סוכר
7290000311487,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311500,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311517,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311579,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311708,חטיפים ומתוקים,עוגות ועוגיות,עוגיות נוספות
7290000311715,חטיפים ומתוקים,עוגות ועוגיות,עוגיות נוספות
7290000311722,חטיפים ומתוקים,עוגות ועוגיות,עוגיות נוספות
7290000311746,חטיפים ומתוקים,עוגות ועוגיות,עוגיות נוספות
7290000311753,חטיפים ומתוקים,עוגות ועוגיות,עוגיות נוספות
7290000311791,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311807,חטיפים ומתוקים,וופלים וביסקוויטים,וופלים
7290000311845,אורגני ובריאות,נטול ומופחת סוכר,חטיפים ומתוקים מופחתי סוכר
7290000311869,אורגני ובריאות,נטול ומופחת סוכר,חטיפים ומתוקים מופחתי סוכר
7290000311876,אורגני ובריאות,נטול ומופחת סוכר,חטיפים ומתוקים מופחתי סוכר
7290000311883,אורגני ובריאות,נטול ומופחת סוכר,חטיפים ומתוקים מופחתי סוכר
7290000311890,אורגני ובריאות,נטול ומופחת סוכר,חטיפים ומתוקים מופחתי סוכר
7290000313160,חטיפים ומתוקים,וופלים וביסקוויטים,ביסקוויטים
7290000313184,חטיפים ומתוקים,וופלים וביסקוויטים,ביסקוויטים
7290000313290,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",נודלס ואטריות
7290000315133,בישול ואפייה,מרקים ותבשילים,אבקת מרק
7290000315140,קטניות ודגנים,דגנים וחטיפי אנרגיה,קורנפלקס
7290000318042,בשר ודגים,נקניקיות ונקניקים,נקניק
7290000318127,בשר ודגים,נקניקיות ונקניקים,נקניקיות
7290000318479,בשר ודגים,נקניקיות ונקניקים,נקניק
7290000318677,בשר ודגים,נקניקיות ונקניקים,נקניק
7290000318943,בשר ודגים,נקניקיות ונקניקים,פסטרמה וסלמי
7290000319124,בשר ודגים,נקניקיות ונקניקים,נקניק
7290000319131,בשר ודגים,נקניקיות ונקניקים,נקניקיות
7290000319520,בשר ודגים,נקניקיות ונקניקים,נקניק
7290000319803,בשר ודגים,נקניקיות ונקניקים,קבנוס
7290000319834,בשר ודגים,נקניקיות ונקניקים,קבנוס
7290000334745,קפואים,"ירקות, פירות וצ'יפס קפואים",צ'יפס וטבעות בצל
7290000339191,אחזקה וניקיון,מוצרי כביסה,מסיר כתמים
7290000345048,משקאות,תה וחליטות,תה ירוק
7290000345055,משקאות,תה וחליטות,תה ירוק
7290000345116,משקאות,תה וחליטות,תה ירוק
7290000345147,משקאות,תה וחליטות,תה ירוק
7290000345208,משקאות,תה וחליטות,תה שחור
7290000345215,משקאות,תה וחליטות,תה שחור
7290000345260,משקאות,תה וחליטות,תה שחור
7290000345277,משקאות,תה וחליטות,תה שחור
7290000345291,משקאות,תה וחליטות,תה שחור
7290000345536,משקאות,תה וחליטות,תה שחור
7290000345666,משקאות,תה וחליטות,תה שחור
7290000346021,משקאות,תה וחליטות,חליטות וחליטות קרות
7290000346120,משקאות,תה וחליטות,חליטות וחליטות קרות
7290000346137,משקאות,תה וחליטות,חליטות וחליטות קרות
7290000346168,משקאות,תה וחליטות,חליטות וחליטות קרות
7290000346199,משקאות,תה וחליטות,חליטות וחליטות קרות
7290000346205,משקאות,תה וחליטות,חליטות וחליטות קרות
7290000346960,משקאות,תה וחליטות,תה שחור
7290000363288,בשר ודגים,נקניקיות ונקניקים,נקניק
7290000363417,בשר ודגים,נקניקיות ונקניקים,נקניק
7290000364261,בשר ודגים,נקניקיות ונקניקים,פסטרמה וסלמי
7290000364278,בשר ודגים,נקניקיות ונקניקים,נקניק
7290000364285,בשר ודגים,נקניקיות ונקניקים,פסטרמה וסלמי
7290000364858,בשר ודגים,נקניקיות ונקניקים,נקניקיות
7290000364872,בשר ודגים,נקניקיות ונקניקים,נקניקיות
7290000367590,בשר ודגים,נקניקיות ונקניקים,פסטרמה וסלמי
7290000379203,לחמים ומאפים,לחמים,לחמים
7290000408316,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
7290000408354,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
7290000416021,בישול ואפייה,"דבש, ריבה וממרחים",ממרחי שוקולד
7290000416045,בישול ואפייה,"דבש, ריבה וממרחים",ממרחי שוקולד
7290000416632,בישול ואפייה,"דבש, ריבה וממרחים",ממרחי שוקולד
7290000420325,חטיפים ומתוקים,חטיפים מלוחים,פופקורן
7290000442044,פארם,"שמפו, מרכך וטיפוח הגוף",מוצרי טיפוח לגוף
7290000442587,פארם,"שמפו, מרכך וטיפוח הגוף",מוצרי טיפוח לגוף
7290000442594,פארם,טיפוח וצביעה,טיפוח ידיים וציפורניים
7290000453019,בישול ואפייה,מוצרי אפייה,עזרי אפייה וקישוטים
7290000453125,בישול ואפייה,מוצרי אפייה,עזרי אפייה וקישוטים
7290000453330,אורגני ובריאות,ללא גלוטן,מוצרים ללא גלוטן
7290000453385,בישול ואפייה,מוצרי אפייה,עזרי אפייה וקישוטים
7290000453408,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",פסטות וניוקי
7290000453415,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",פסטות וניוקי
7290000453538,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",פסטות וניוקי
7290000453866,מוצרי חלב,"חמאה, מרגרינה ושמנת",חמאה ומרגרינה
7290000453880,מוצרי חלב,"חמאה, מרגרינה ושמנת",חמאה ומרגרינה
7290000453897,מוצרי חלב,"חמאה, מרגרינה ושמנת",חמאה ומרגרינה
7290000461625,חטיפים ומתוקים,חטיפים מלוחים,בייגלה וגריסני
7290000461656,חטיפים ומתוקים,חטיפים מלוחים,בייגלה וגריסני
7290000461700,חטיפים ומתוקים,חטיפים מלוחים,בייגלה וגריסני
7290000461724,חטיפים ומתוקים,חטיפים מלוחים,בייגלה וגריסני
7290000461793,חטיפים ומתוקים,חטיפים מלוחים,בייגלה וגריסני
7290000462141,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,אריסה וסחוג
7290000462172,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,אריסה וסחוג
7290000467153,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,סלטי חומוס
7290000467320,"סלטים, ממרחים וביצים",ממרחים ומתבלים מצוננים,סלטי חומוס
7290000469638,אחזקה וניקיון,מוצרי כביסה,מוצרי כביסה נלווים
7290000474502,מוצרי חלב,גבינות,גבינה לבנה וקוטג'
7290000474540,מוצרי חלב,גבינות,גבינה לבנה וקוטג'
7290000474830,מוצרי חלב,גבינות,גבינה צהובה
7290000480442,קטניות ודגנים,דגנים וחטיפי אנרגיה,"גרנולה, מוזלי וקוואקר"
7290000484747,משקאות,אלכוהול ואנרגיה,משקאות חריפים
7290000490601,קפואים,גלידות וארטיקים,גלידות משפחתיות ומאגדות
7290000490762,קפואים,גלידות וארטיקים,גלידות משפחתיות ומאגדות
7290000493183,בישול ואפייה,מרקים ותבשילים,תבשילי אינסטנט ומנה חמה
7290000497044,לחמים ומאפים,לחמים,לחמים
7290000497426,לחמים ומאפים,לחמים,לחמים
7290000504025,אורגני ובריאות,נטול ומופחת סוכר,ממתיקים
7290000504049,אורגני ובריאות,נטול ומופחת סוכר,ממתיקים
7290000504209,אורגני ובריאות,נטול ומופחת סוכר,ממתיקים
7290000504278,אורגני ובריאות,נטול ומופחת סוכר,ממתיקים
7290000518114,אורגני ובריאות,נטול ומופחת סוכר,ממתיקים
7290000518169,אורגני ובריאות,נטול ומופחת סוכר,ממתיקים
7290000518176,אורגני ובריאות,נטול ומופחת סוכר,ממתיקים
7290000518237,אורגני ובריאות,נטול ומופחת סוכר,ממתיקים
7290000518251,אורגני ובריאות,נטול ומופחת סוכר,ממתיקים
7290000521008,משקאות,יינות,יינות אדומים
7290000521015,משקאות,יינות,יינות לבנים
7290000521404,משקאות,יינות,יינות אדומים
7290000521411,משקאות,יינות,יינות אדומים
7290000523125,מוצרי יסוד ותבלינים,תבלינים,סוכר ומלח
7290000523224,מוצרי יסוד ותבלינים,תבלינים,סוכר ומלח
7290000523521,מוצרי יסוד ותבלינים,תבלינים,סוכר ומלח
7290000523804,מוצרי יסוד ותבלינים,תבלינים,סוכר ומלח
7290000523811,מוצרי יסוד ותבלינים,תבלינים,סוכר ומלח
7290000530116,בשר ודגים,נקניקיות ונקניקים,נקניק
7290000530468,בשר ודגים,נקניקיות ונקניקים,נקניקיות
7290000530703,בשר ודגים,נקניקיות ונקניקים,פסטרמה וסלמי
7290000533353,קפואים,"פיצות, מאפים ובצקים קפואים",בצק קפוא
7290000536774,קפואים,אוכל להכנה מהירה,מוצרים צמחוניים מוכנים
7290000537566,בשר ודגים,נקניקיות ונקניקים,נקניקיות
7290000537603,בשר ודגים,נקניקיות ונקניקים,נקניקיות
7290000552194,בשר ודגים,עוף ובשר קפוא,בשר קפוא
7290000552569,בשר ודגים,בשרים על האש,שיפודים וסטייקים
7290000552927,בשר ודגים,עוף ובשר קפוא,עוף קפוא
7290000552989,בשר ודגים,עוף ובשר קפוא,בשר קפוא
7290000554402,מוצרי חלב,יוגורט ומעדני חלב,מעדני חלב
7290000554471,מוצרי חלב,גבינות,מוצרלה
7290000554600,מוצרי חלב,גבינות,מוצרלה
7290000554624,מוצרי חלב,יוגורט ומעדני חלב,מעדני חלב
7290000554686,מוצרי חלב,גבינות,לאבנה וגבינות רכות
7290000554822,מוצרי חלב,גבינות,לאבנה וגבינות רכות
7290000554839,מוצרי חלב,גבינות,גבינת שמנת ומותכת
7290000560533,פארם,גילוח והסרת שיער,תכשירי גילוח לגבר
7290000560540,פארם,גילוח והסרת שיער,תכשירי גילוח לגבר
7290000560557,פארם,גילוח והסרת שיער,תכשירי גילוח לגבר
7290000598017,בישול ואפייה,קמח ופירורי לחם,קמחים נוספים
7290000598307,קטניות ודגנים,פריכיות וקרקרים,מצות
7290000663043,קפואים,אוכל להכנה מהירה,מוצרים צמחוניים מוכנים
7290000663050,קפואים,אוכל להכנה מהירה,מוצרים צמחוניים מוכנים
7290000663067,קפואים,אוכל להכנה מהירה,מוצרים צמחוניים מוכנים
7290000664002,קפואים,אוכל להכנה מהירה,מוצרי דג מוכנים
7290000664019,קפואים,אוכל להכנה מהירה,מוצרי דג מוכנים
7290000664026,קפואים,אוכל להכנה מהירה,מוצרי דג מוכנים
7290000679242,פארם,"שמפו, מרכך וטיפוח הגוף",מוצרי טיפוח לגוף
7290000679747,פארם,"שמפו, מרכך וטיפוח הגוף",מוצרי טיפוח לגוף
7290000679983,פארם,"שמפו, מרכך וטיפוח הגוף",מוצרי טיפוח לגוף
7290000688381,משקאות,משקאות במארזים,מים וסודה במארזים
7290000692203,אחזקה וניקיון,מוצרי ניקיון לבית,ניקוי רצפות וחלונות
7290000692210,אחזקה וניקיון,מוצרי ניקיון לבית,ניקוי רצפות וחלונות
7290000803067,פארם,היגיינת הפה,משחות שיניים לילדים
7290000803180,פארם,היגיינת הפה,מי פה ושטיפה דנטלית
7290000804484,פארם,היגיינת הפה,מי פה ושטיפה דנטלית
7290000961804,"פירות, ירקות ופיצוחים",ירקות,ירקות ארוזים
7290000995410,"פירות, ירקות ופיצוחים",ירקות,ירקות ארוזים
7290001004111,תינוקות,מזון לתינוקות,מחית לתינוק
7290001004210,תינוקות,מזון לתינוקות,מחית לתינוק
7290001004265,תינוקות,מזון לתינוקות,מחית לתינוק
7290001004319,תינוקות,מזון לתינוקות,מחית לתינוק
7290001041154,קטניות ודגנים,אורז וקטניות,כוסמת וגריסים
7290001041178,קטניות ודגנים,אורז וקטניות,אפונה ושעועית
7290001041192,קטניות ודגנים,אורז וקטניות,חומוס ועדשים
7290001041208,קטניות ודגנים,אורז וקטניות,חומוס ועדשים
7290001041215,קטניות ודגנים,אורז וקטניות,קינואה ותירס
7290001041222,קטניות ודגנים,אורז וקטניות,חומוס ועדשים
7290001041260,בישול ואפייה,מוצרי אפייה,עזרי אפייה וקישוטים
7290001041284,חטיפים ומתוקים,סוכריות ומסטיקים,סוכריות
7290001041635,בישול ואפייה,קמח ופירורי לחם,פירורי לחם
7290001045688,משקאות,משקאות קלים,"מיץ טבעי ומצונן, נקטר פירות"
7290001072080,פארם,גילוח והסרת שיער,תכשירי גילוח לגבר
7290001072097,פארם,גילוח והסרת שיער,תכשירי גילוח לגבר
7290001072103,פארם,גילוח והסרת שיער,תכשירי גילוח לגבר
7290001121054,בשר ודגים,נקניקיות ונקניקים,פסטרמה וסלמי
7290001121238,בשר ודגים,נקניקיות ונקניקים,נקניק
7290001121795,בשר ודגים,נקניקיות ונקניקים,נקניקיות
7290001121849,בשר ודגים,נקניקיות ונקניקים,פסטרמה וסלמי
7290001121979,בשר ודגים,נקניקיות ונקניקים,נקניק
7290001123775,קפואים,אוכל להכנה מהירה,מוצרי בשר מוכנים
7290001123782,קפואים,אוכל להכנה מהירה,מוצרי בשר מוכנים
7290001124536,בישול ואפייה,מרקים ותבשילים,תבשילי אינסטנט ומנה חמה
7290001124611,בשר ודגים,עוף ובשר קפוא,בשר קפוא
7290001136294,פארם,"שמפו, מרכך וטיפוח הגוף",שמפו ומרכך
7290001136300,פארם,"שמפו, מרכך וטיפוח הגוף",שמפו ומרכך
7290001136683,פארם,"שמפו, מרכך וטיפוח הגוף",שמפו ומרכך
7290001201589,"סלטים, ממרחים וביצים",ביצים,ביצים
7290001216101,בישול ואפייה,"דבש, ריבה וממרחים",טחינה גולמית וחלבה
7290001216705,בישול ואפייה,"דבש, ריבה וממרחים",טחינה גולמית וחלבה
7290001245453,אחזקה וניקיון,מוצרי כביסה,נוזל לכביסה
7290001245460,אחזקה וניקיון,מוצרי כביסה,נוזל לכביסה
7290001246665,אחזקה וניקיון,ניקוי כלים ומבשמים,מטהרי אוויר
7290001246672,אחזקה וניקיון,ניקוי כלים ומבשמים,מטהרי אוויר
7290001246689,אחזקה וניקיון,ניקוי כלים ומבשמים,מטהרי אוויר
7290001246771,אחזקה וניקיון,ניקוי כלים ומבשמים,מטהרי אוויר
7290001246788,אחזקה וניקיון,ניקוי כלים ומבשמים,מטהרי אוויר
7290001246795,אחזקה וניקיון,ניקוי כלים ומבשמים,מטהרי אוויר
7290001247068,משקאות,משקאות קלים,"מיץ טבעי ומצונן, נקטר פירות"
7290001247082,משקאות,משקאות קלים,"מיץ טבעי ומצונן, נקטר פירות"
7290001247105,משקאות,משקאות קלים,"מיץ טבעי ומצונן, נקטר פירות"
7290001258415,מוצרי חלב,גבינות,גבינות קשות ומיוחדות
7290001258446,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
7290001258552,מוצרי חלב,גבינות,לאבנה וגבינות רכות
7290001258576,מוצרי חלב,גבינות,גבינות קשות ומיוחדות
7290001258668,מוצרי חלב,גבינות,גבינות עיזים וכבשים
7290001258682,מוצרי חלב,יוגורט ומעדני חלב,יוגורט פרי ויוגורט בטעמים
7290001258729,מוצרי חלב,גבינות,לאבנה וגבינות רכות
7290001258798,מוצרי חלב,גבינות,גבינה מלוחה
7290001258804,מוצרי חלב,גבינות,גבינות קשות ומיוחדות
7290001258958,מוצרי חלב,גבינות,מוצרלה
7290001258972,מוצרי חלב,גבינות,גבינות קשות ומיוחדות
7290001274576,קפואים,גלידות וארטיקים,גלידות משפחתיות ומאגדות
7290001274583,קפואים,גלידות וארטיקים,גלידות משפחתיות ומאגדות
7290001274934,קפואים,גלידות וארטיקים,גלידות משפחתיות ומאגדות
7290001305188,אחזקה וניקיון,ניקוי כלים ומבשמים,נוזל כלים
7290001327791,קפואים,גלידות וארטיקים,גלידות משפחתיות ומאגדות
7290001338407,פארם,"שמפו, מרכך וטיפוח הגוף",מוצרי טיפוח לגוף
7290001343845,קטניות ודגנים,דגנים וחטיפי אנרגיה,"גרנולה, מוזלי וקוואקר"
7290001407127,בישול ואפייה,"דבש, ריבה וממרחים",טחינה גולמית וחלבה
7290001407134,בישול ואפייה,"דבש, ריבה וממרחים",טחינה גולמית וחלבה
7290001407592,בישול ואפייה,"דבש, ריבה וממרחים",טחינה גולמית וחלבה
7290001407752,בישול ואפייה,"דבש, ריבה וממרחים",טחינה גולמית וחלבה
7290001407820,בישול ואפייה,"דבש, ריבה וממרחים",טחינה גולמית וחלבה
7290001407837,בישול ואפייה,"דבש, ריבה וממרחים",טחינה גולמית וחלבה
7290001407844,בישול ואפייה,"דבש, ריבה וממרחים",טחינה גולמית וחלבה
7290001407936,בישול ואפייה,"דבש, ריבה וממרחים",טחינה גולמית וחלבה
7290001464083,שימורים ורטבים,שימורים,שימורי עגבניות ורסק
7290001464137,שימורים ורטבים,שימורים,שימורי עגבניות ורסק
7290001482094,מוצרי חלב,גבינות,גבינות קשות ומיוחדות
7290001485019,מוצרי חלב,גבינות,גבינת שמנת ומותכת
7290001491010,משקאות,תה וחליטות,תה ירוק
7290001491096,משקאות,תה וחליטות,תה ירוק
7290001507360,אורגני ובריאות,אורגני וטבעוני,מוצרים אורגניים
7290001515631,אחזקה וניקיון,ניקוי כלים ומבשמים,"ברזלית, כרית יפנית וסקוטש"
7290001567708,בשר ודגים,נקניקיות ונקניקים,נקניקיות
7290001567906,בשר ודגים,נקניקיות ונקניקים,פסטרמה וסלמי
7290001567920,בשר ודגים,נקניקיות ונקניקים,נקניק
7290001567937,בשר ודגים,נקניקיות ונקניקים,נקניק
7290001589342,הכל לבית,קופסאות וכלים,"ציוד לאמבטיה, לגינה ולמשרד"
7290001591581,שימורים ורטבים,שימורים,שימורים נוספים
7290001591598,שימורים ורטבים,שימורים,שימורים נוספים
7290001594568,משקאות,אלכוהול ואנרגיה,בירות
7290001594575,משקאות,אלכוהול ואנרגיה,בירות
7290001594810,משקאות,אלכוהול ואנרגיה,בירות
7290001594858,משקאות,אלכוהול ואנרגיה,בירות
7290001594865,משקאות,אלכוהול ואנרגיה,בירות
7290001598399,לחמים ומאפים,לחמים,לחמים
7290001598580,לחמים ומאפים,לחמים,פיתות
7290001598764,לחמים ומאפים,לחמים,פיתות
7290001598771,לחמים ומאפים,לחמים,פיתות
7290001670651,חד פעמי ומתכלה,"נרות, גפרורים ופיקניק",כלים למנגל ולפיקניק
7290001710128,בשר ודגים,נקניקיות ונקניקים,נקניקיות
7290001710814,בשר ודגים,עוף ובשר קפוא,בשר קפוא
7290001713150,אחזקה וניקיון,מוצרי ניקיון לבית,אקונומיקה
7290001713167,אחזקה וניקיון,מוצרי ניקיון לבית,חיטוי וניקוי לבית
7290001713372,אחזקה וניקיון,מוצרי ניקיון לבית,ניקוי שטיחים ורהיטים
7290001791349,אחזקה וניקיון,מוצרי ניקיון לבית,אקונומיקה
7290001791356,אחזקה וניקיון,ניקוי כלים ומבשמים,מטהרי אוויר
7290001791363,אחזקה וניקיון,ניקוי כלים ומבשמים,מטהרי אוויר
7290001791776,הכל לבית,קופסאות וכלים,"ציוד לאמבטיה, לגינה ולמשרד"
7290001794807,מוצרי חלב,משקאות חלב,משקאות חלב
7290001794807,מוצרי חלב,משקאות חלב,משקאות חלב
7290001794807,מוצרי חלב,משקאות חלב,משקאות חלב
7290001794807,מוצרי חלב,משקאות חלב,משקאות חלב
7290001794852,מוצרי חלב,משקאות חלב,משקאות חלב
7290001794852,מוצרי חלב,משקאות חלב,משקאות חלב
7290001794852,מוצרי חלב,משקאות חלב,משקאות חלב
7290001794852,מוצרי חלב,משקאות חלב,משקאות חלב
7290001865439,פארם,"שמפו, מרכך וטיפוח הגוף",סבון נוזלי ומוצק
7290001865453,פארם,"שמפו, מרכך וטיפוח הגוף",סבון נוזלי ומוצק
7290001873441,בשר ודגים,בשרים על האש,המבורגר
7290001873458,בשר ודגים,בשרים על האש,המבורגר
7290001973332,תינוקות,חיתולים ומגבונים,מגבונים
7290001990148,מוצרי יסוד ותבלינים,תבלינים,סוכר ומלח
7290001990261,קטניות ודגנים,אורז וקטניות,חומוס ועדשים
7290001990391,קטניות ודגנים,אורז וקטניות,אפונה ושעועית
7290001990407,קטניות ודגנים,אורז וקטניות,חומוס ועדשים
7290002000143,פארם,טיפוח וצביעה,טיפוח ידיים וציפורניים
7290002002857,פארם,גילוח והסרת שיער,מוצרי הסרת שיער לנשים
7290002007357,חד פעמי ומתכלה,"עטיפות, שקיות ותבניות",שקיות למזון
7290002008040,חד פעמי ומתכלה,"נרות, גפרורים ופיקניק","שיפודים, פחמים ומוצרים נלווים"
7290002008507,חד פעמי ומתכלה,"עטיפות, שקיות ותבניות",נייר אפייה
7290002008651,בישול ואפייה,קמח ופירורי לחם,קמחים נוספים
7290002019114,שימורים ורטבים,שימורים,שימורי עגבניות ורסק
7290002019183,שימורים ורטבים,שימורים,שימורי עגבניות ורסק
7290002019794,שימורים ורטבים,שימורים,שימורי עגבניות ורסק
7290002026341,קפואים,"ירקות, פירות וצ'יפס קפואים",צ'יפס וטבעות בצל
7290002026358,קפואים,"ירקות, פירות וצ'יפס קפואים",צ'יפס וטבעות בצל
7290002026365,קפואים,"ירקות, פירות וצ'יפס קפואים",צ'יפס וטבעות בצל
7290002026402,קפואים,"פיצות, מאפים ובצקים קפואים","מלוואח, ג'חנון ומוצרי בצק"
7290002026440,קפואים,"פיצות, מאפים ובצקים קפואים","מלוואח, ג'חנון ומוצרי בצק"
7290002026587,קפואים,"פיצות, מאפים ובצקים קפואים","מלוואח, ג'חנון ומוצרי בצק"
7290002026891,קפואים,גלידות וארטיקים,גלידות משפחתיות ומאגדות
7290002026914,קפואים,גלידות וארטיקים,גלידות משפחתיות ומאגדות
7290002037163,לחמים ומאפים,לחמים,לחמים
7290002037569,לחמים ומאפים,לחמים,לחמניות
7290002037637,לחמים ומאפים,לחמים,חלות
7290002040019,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",קוסקוס
7290002040064,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",קוסקוס
7290002040071,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",קוסקוס
7290002040170,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",קוסקוס
7290002043232,קטניות ודגנים,פריכיות וקרקרים,פריכיות
7290002043621,חטיפים ומתוקים,חטיפים מלוחים,חטיפי צ'יפס ותירס
7290002043713,בישול ואפייה,קמח ופירורי לחם,קמחים נוספים
7290002043737,בישול ואפייה,קמח ופירורי לחם,קמחים נוספים
7290002053088,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",נודלס ואטריות
7290002053095,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",נודלס ואטריות
7290002053101,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",נודלס ואטריות
7290002053118,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",נודלס ואטריות
7290002053354,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",נודלס ואטריות
7290002053538,קטניות ודגנים,"פסטה, פתיתים וקוסקוס",נודלס ואטריות
7290002057031,שימורים ורטבים,שימורים,שימורי זיתים
7290002057062,שימורים ורטבים,שימורים,שימורי זיתים
7290002057086,שימורים ורטבים,שימורים,שימורי זיתים
7290002057093,שימורים ורטבים,שימורים,שימורי זיתים
7290002057109,שימורים ורטבים,שימורים,שימורי זיתים
7290002057130,שימורים ורטבים,שימורים,שימורי זיתים
